Categoria,Modelo,Marca,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,CEP,Município,Bairro,price,url,Tipo de veículo
"Carros, vans e utilitários",CHERY ,CHERY,2021,0,,Flex,Automático,,,4 portas,,92020570,Canoas,Marechal Rondon,88190.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/chery-tiggo-2-1-5-mpfi-16v-act-865701171,Passeio
"Carros, vans e utilitários",SSANGYONG ACTYON SPORTS 2.0 16V 155CV DIESEL,SSANGYONG,2015,0,2.0 - 2.9,Diesel,Automático,Hidráulica,Prata,4 portas,0,93540183,Novo Hamburgo,Canudos,85000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/actyon-zero-km-nunca-rodou-879233112,Pick-up
"Carros, vans e utilitários",AUDI A1 1.4 TFSI 122CV S-TRONIC 3P,AUDI,2013,1,1.4,Gasolina,Automático,Elétrica,Branco,2 portas,7,92000000,Canoas,,60990.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/audi-a1-1-4-tfsi-2013-teto-solar-panoramico-placa-i-top-de-linha-baixa-km-894350350,Hatch
"Carros, vans e utilitários",GM - CHEVROLET CAPTIVA SPORT FWD 3.0 V6 24V 268CV 4X2,GM - CHEVROLET,2012,59500,3.0 - 3.9,Flex,Automático,Hidráulica,Branco,4 portas,0,97015121,Santa Maria,Bonfim,48800.0,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/captiva-3-0-2012-fwd-v6-so-60mil-km-883512228,SUV
"Carros, vans e utilitários",GM - CHEVROLET MONTANA  SPORT 1.8 MPFI FLEXPOWER 8V,GM - CHEVROLET,2004,152000,1.8,Gasolina,Manual,Hidráulica,Preto,2 portas,6,91180000,Porto Alegre,Rubem Berta,27900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/montana-sport-2004-891406021,Van/Utilitário
"Carros, vans e utilitários",PEUGEOT 3008 GRIFFE PACK 1.6 TURBO 16V 5P AUT.,PEUGEOT,2019,43800,1.6,Gasolina,Automático,Elétrica,Branco,4 portas,5,95785000,Harmonia,,153000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/peugeot-3008-griff-pack-ano-2019-igual-uma-nova-abaixo-da-fipe-897141436,SUV
"Carros, vans e utilitários",HONDA CIVIC SEDAN TOURING 1.5 TURBO 16V AUT.4P,HONDA,2018,28000,2.0 - 2.9,Flex,Automático,Elétrica,Branco,4 portas,4,93218270,Sapucaia do Sul,Centro,132800.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/civic-touring-1-5-2018-impecavel-unico-dono-28mkm-870675041,Sedã
"Carros, vans e utilitários",GM - CHEVROLET CRUZE LT 1.8 16V FLEXPOWER 4P MEC.,GM - CHEVROLET,2015,71000,,Flex,Manual,Hidráulica,Branco,4 portas,1,95012420,Caxias do Sul,Cinqüentenário,64900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/gm-cruze-hatch-lt-2015-midia-pneus-novos-894051409,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO CROSS 1.6 MI TOTAL FLEX 8V CE,VW - VOLKSWAGEN,2013,140000,1.6,Flex,Manual,Hidráulica,Vermelho,2 portas,1,91751000,Porto Alegre,Cavalhada,44900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/saveiro-cross-2013-898658642,Pick-up
"Carros, vans e utilitários",CITROEN AIRCROSS GLX 1.6 FLEX 16V 5P MEC.,CITROEN,2011,130000,1.6,Flex,Manual,Elétrica,Branco,4 portas,7,96400120,Bagé,Centro,32000.0,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/citroen-air-cross-898658572,SUV
"Carros, vans e utilitários",RENAULT LOGAN AUTHENTIQUE HI-FLEX 1.0 16V 4P,RENAULT,2011,92000,1.0,Flex,Manual,Hidráulica,Preto,4 portas,0,95080190,Caxias do Sul,Exposição,19500.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/renault-logan-1-0-authentique-direcao-hidraulica-841008960,Passeio
"Carros, vans e utilitários",JEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.,JEEP,2021,0,1.8,Flex,Automático,Elétrica,Branco,4 portas,0,92000000,Canoas,,112900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-longitude-1-8-automatica-zero-km-pronta-entrega-2021-aceito-troca-898658517,SUV
"Carros, vans e utilitários",KIA MOTORS SORENTO 3.3 V6 24V 270CV 4X2 AUT.,KIA MOTORS,2016,151000,3.0 - 3.9,Gasolina,Automático,Elétrica,Branco,4 portas,9,92020240,Canoas,Marechal Rondon,112900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/kia-sorento-3-3-v6-ex-7-lugares-automatica-894983554,SUV
"Carros, vans e utilitários",JEEP GRAND CHEROKEE LIMITED 3.6 4X4 V6 AUT.,JEEP,2015,149950,,Gasolina,Automático,Hidráulica,Branco,4 portas,9,95032440,Caxias do Sul,Santa Catarina,121700.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/jeep-grand-cherokee-limited-4x4-3-6-v6-2015-4p-888906437,SUV
"Carros, vans e utilitários",FIAT SIENA EL CELEB. 1.0 MPI FIRE FLEX 8V 4P,FIAT,2012,79960,1.0,Flex,Manual,Hidráulica,Vermelho,4 portas,6,97035660,Santa Maria,Juscelino Kubitschek,29900.0,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/fiat-siena-898658445,Sedã
"Carros, vans e utilitários",GM - CHEVROLET MONTANA SPORT 1.4 ECONOFLEX 8V 2P,GM - CHEVROLET,2012,83000,1.4,Flex,Manual,Hidráulica,Prata,2 portas,2,93320105,Novo Hamburgo,Pátria Nova,36900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-montana-sport-1-4-2p-852728748,Van/Utilitário
"Carros, vans e utilitários",GM - CHEVROLET VECTRA ELITE 2.0 MPFI 8V FLEXPOWER AUT.,GM - CHEVROLET,2010,107000,2.0 - 2.9,Flex,Automático,Hidráulica,Preto,4 portas,,91230210,Porto Alegre,Passo das Pedras,34900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vectra-elite-2010-898657467,Sedã
"Carros, vans e utilitários",FIAT TORO,FIAT,2022,0,1.3,Flex,Automático,Elétrica,Vermelho,,0,91910001,Porto Alegre,Tristeza,131890.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/nova-toro-freedom-turbo-270-flex-at6-2022-881114580,Pick-up
"Carros, vans e utilitários",VW - VOLKSWAGEN T-CROSS HIGHLINE 1.4 TSI FLEX 16V 5P AUT,VW - VOLKSWAGEN,2020,46630,,Flex,Automático,,,4 portas,8,92020333,Canoas,Marechal Rondon,109900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/t-cross-2019-2020-1-4-250-tsi-total-flex-highline-automatico-868480646,Passeio
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.,VW - VOLKSWAGEN,2019,23587,,Flex,Automático,Elétrica,Branco,4 portas,2,92010013,Canoas,Centro,77000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vw-volkswagen-polo-comfort-200-tsi-1-0-flex-12v-aut-894034556,Hatch
"Carros, vans e utilitários",FIAT CRONOS PRECISION 1.8 16V FLEX AUT.,FIAT,2019,41500,1.8,Flex,Automático,Elétrica,Branco,4 portas,6,95780000,Montenegro,,72900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-cronos-precision-1-8-automatico-2019-891923550,Sedã
"Carros, vans e utilitários",HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,2019,69000,,Flex,Manual,Hidráulica,Preto,4 portas,5,95960000,Encantado,,53900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-comfort-892515651,Hatch
"Carros, vans e utilitários",NISSAN SENTRA 2.0/ 2.0 FLEX FUEL 16V MEC.,NISSAN,2012,89000,,Flex,Manual,Hidráulica,,4 portas,,91060000,Porto Alegre,Jardim Lindóia,29900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/2012-nissan-sentra-2-0-manual-bem-inteiro-89mil-km-financio-888129118,
"Carros, vans e utilitários",GM - CHEVROLET CELTA 1.0/ SUPER 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,2010,160000,1.0,Gasolina,Manual,Mecânica,Vermelho,4 portas,,96150000,Morro Redondo,,19000.0,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/celta-2010-898656830,Hatch
"Carros, vans e utilitários",TOYOTA HILUX CD SRV 4X4 2.8 TDI DIESEL AUT.,TOYOTA,2018,75000,2.0 - 2.9,Diesel,Automático,Hidráulica,Branco,4 portas,,99200000,Guaporé,,199800.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hilux-srv-2-8-diesel-4x4-aut-avalio-troca-896106252,Pick-up
"Carros, vans e utilitários",VW - VOLKSWAGEN ,VW - VOLKSWAGEN,2021,1000,1.8,Gasolina,Manual,Mecânica,Preto,2 portas,,95175000,Picada Café,,24000.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/gaiola-de-trilha-898656583,Antigo
"Carros, vans e utilitários",HYUNDAI SANTA FE GLS 2.7 V6 4X4TIPTRONIC,HYUNDAI,2010,134000,,Gasolina,Automático,Hidráulica,Preto,4 portas,4,99020120,Passo Fundo,Annes,35000.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-santa-fe-2-7-mpfi-gls-v6-24v-200cv-gasolina-4p-automatico-898656267,SUV
"Carros, vans e utilitários",VW - VOLKSWAGEN UP! MOVE 1.0 TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,2015,82000,1.0,Flex,Manual,Hidráulica,Vermelho,4 portas,4,92025340,Canoas,Marechal Rondon,36899.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vw-up-2015-completo-financia-100-862208990,Hatch
"Carros, vans e utilitários",FORD KA 1.0 8V/1.0 8V ST FLEX 3P,FORD,2012,62000,1.0,Flex,Manual,,Preto,2 portas,,96270000,Mostardas,,16500.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-em-perfeito-estado-898656186,
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LTZ 2.8 TDI 4X4 CD DIES.AUT,GM - CHEVROLET,2021,20000,2.0 - 2.9,Diesel,Automático,Elétrica,Branco,4 portas,,99200000,Guaporé,,219900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/s10-ltz-2-8-diesel-4x4-aut-baixa-km-avalio-troca-896081175,Passeio
"Carros, vans e utilitários",HONDA CIVIC SEDAN LXS 1.8/1.8 FLEX 16V AUT. 4P,HONDA,2009,84500,1.8,Flex,Automático,Hidráulica,Prata,4 portas,8,96810246,Santa Cruz do Sul,Goiás,42900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/civic-lxs-890618362,Sedã
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO 1.6 MI/ 1.6MI CITY TOTAL FLEX 8V,VW - VOLKSWAGEN,2007,190000,1.6,Flex,Manual,Mecânica,Branco,2 portas,0,98400000,Frederico Westphalen,,19500.0,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/vw-saveiro-1-6-2007-871667326,Pick-up
"Carros, vans e utilitários",VW - VOLKSWAGEN AMAROK HIGHLINE CD 2.0 16V TDI 4X4 DIES.,VW - VOLKSWAGEN,2016,128000,,Diesel,Automático,Hidráulica,Branco,4 portas,6,90690140,Porto Alegre,Petrópolis,139900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-amarok-highline-4x4-4p-892196216,Pick-up
,,,,,,,,,,,,,,,,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/gol-quadrado-lacrado-898656039,
"Carros, vans e utilitários",FIAT SIENA CELEBRATION 1.0 FIRE FLEX 8V 4P,FIAT,2010,143000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,7,95900000,Lajeado,,24900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-siena-fire-flex-celebration-898656137,Sedã
"Carros, vans e utilitários",FIAT IDEA HLX 1.8 MPI FLEX 8V 5P,FIAT,2007,179484,1.8,Flex,Manual,Hidráulica,Verde,,4,90610001,Porto Alegre,Partenon,19990.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-idea-hlx-1-8-2007-837718323,
"Carros, vans e utilitários",GM - CHEVROLET CORSA HAT. MAXX 1.8 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,2006,148000,1.8,Flex,Manual,Hidráulica,Preto,4 portas,3,93010160,São Leopoldo,Centro,19900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/acima-da-media-corsa-hatch-maxx-1-8-8v-completo-com-manual-e-chave-reserva-revisado-898656017,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN PARATI CLI / CL/ ATLANTA 1.6,VW - VOLKSWAGEN,1991,350,1.6,Gasolina,Manual,Mecânica,Prata,2 portas,8,95020200,Caxias do Sul,Madureira,19900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/parati-1991-unico-dono-com-manual-e-nota-fiscal-raridade-896502473,Antigo
"Carros, vans e utilitários",FIAT PALIO EL 1.5 MPI 2P E 4P,FIAT,1997,190000,1.5,Gasolina,Manual,Mecânica,Branco,2 portas,3,98910000,Três de Maio,,9000.0,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/palio-el-1-5-1997-896884273,Passeio
"Carros, vans e utilitários",TOYOTA COROLLA XRS 2.0 FLEX 16V AUT.,TOYOTA,2014,70000,,Flex,Automático,,Preto,4 portas,6,97000000,Santa Maria,,68000.0,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/corolla-2014-xrs-898655881,Sedã
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO GT 2.0 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,2020,45318,,Flex,Manual,,,4 portas,8,93125000,São Leopoldo,Scharlau,58490.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/polo-2019-2020-1-0-mpi-total-flex-manual-866785402,Passeio
"Carros, vans e utilitários",HYUNDAI HB20S EVOLUTION 1.0 TB FLEX 12V AUT,HYUNDAI,2022,0,,Flex,Automático,,,4 portas,,95041410,Caxias do Sul,Nossa Senhora de Fátima,93890.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20s-1-0-tgdi-evolution-885528508,Passeio
"Carros, vans e utilitários",MITSUBISHI L200 GL 2.5 4X4 CD DIESEL,MITSUBISHI,2012,190000,2.0 - 2.9,Diesel,Manual,Hidráulica,Branco,4 portas,,91140001,Porto Alegre,Sarandi,54900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/l200-gl-2012-4x4-diesel-r-54-900-898655070,Pick-up
"Carros, vans e utilitários",RENAULT SANDERO STEPWAY FLEX 1.6 16V 5P,RENAULT,2020,43790,,Flex,Manual,,,4 portas,9,90610000,Porto Alegre,Petrópolis,61320.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/sandero-2019-2020-1-6-16v-sce-flex-stepway-zen-manual-850868331,Passeio
"Carros, vans e utilitários",HYUNDAI IX35 GL 2.0 16V 2WD FLEX AUT.,HYUNDAI,2022,0,,Flex,Automático,,,4 portas,,93334290,Novo Hamburgo,Ideal,143990.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-ix35-2-0-mpfi-gl-16v-860299522,Passeio
"Carros, vans e utilitários",PEUGEOT 2008 ALLURE PACK 1.6 FLEX 16V AUT.,PEUGEOT,2020,41000,1.6,Flex,Automático,Hidráulica,Vermelho,4 portas,6,91110000,Porto Alegre,São Sebastião,76900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/peugeot-2008-1-6-allure-aut-4p-837158188,SUV
"Carros, vans e utilitários",RENAULT FLUENCE SEDAN PRIVILÈGE 2.0 16V FLEX AUT,RENAULT,2014,128656,2.0 - 2.9,Flex,Automático,Hidráulica,Prata,4 portas,4,95150000,Nova Petrópolis,,37000.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/renault-fluence-2014-2-0-automatico-897435995,Sedã
"Carros, vans e utilitários",SSANGYONG KORANDO 2.0 16V T.DIESEL AWD AUT.,SSANGYONG,2012,131000,2.0 - 2.9,Diesel,Automático,Hidráulica,Prata,4 portas,0,95096112,Caxias do Sul,Kayser,56000.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/korando-gls-4x4-turbo-diesel-2012-c-teto-solar-869577924,SUV
"Carros, vans e utilitários",FIAT SIENA TETRAFUEL 1.4 MPI FIRE FLEX 8V 4P,FIAT,2009,163675,1.4,Flex,Manual,Hidráulica,Branco,4 portas,,95700362,Bento Gonçalves,Cidade Alta,24900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/fiat-siena-1-4-8v-mpi-tetrafuel-gas-natural-de-fabrica-fire-flex-882316722,Sedã
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH ACTIV 1.4 8V FLEX 5P MEC.,GM - CHEVROLET,2019,31000,1.4,Flex,Manual,Hidráulica,Preto,4 portas,4,91710000,Porto Alegre,Glória,60000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/onix-activ-1-4-mt-895652661,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX 1.0 MI TOTAL FLEX 8V 3P,VW - VOLKSWAGEN,2011,82000,1.0,Flex,Manual,,,,,91110001,Porto Alegre,Sarandi,25950.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vw-volkswagen-fox-1-0-mi-total-flex-8v-3p-2011-flex-888796339,
"Carros, vans e utilitários",LAND ROVER DISCOVERY SPORT HSE 2.0 4X4 AUT.,LAND ROVER,2016,78000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Branco,4 portas,1,99070160,Passo Fundo,Vila Rodrigues,149900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/discovery-sport-hse-top-de-linha-7-lug-teto-solar-zero-bmw-x1-gla-evoque-q3-848905460,SUV
"Carros, vans e utilitários",MERCEDES-BENZ C-250 SPORT 2.0 16V 211CV AUT.,MERCEDES-BENZ,2015,60028,,Gasolina,Automático,,Branco,4 portas,5,92420042,Canoas,São Luis,167500.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/mercedes-benz-c-250-2015-starveiculos-880017518,Sedã
"Carros, vans e utilitários",FORD FOCUS TITA/TITA PLUS 2.0  FLEX 5P AUT.,FORD,2015,156000,2.0 - 2.9,Flex,Automático,Elétrica,Branco,4 portas,2,99670000,Ronda Alta,,52000.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/ford-focus-titanium-hatch-2015-178-cv-branco-ipva-2021-pago-868044673,Hatch
"Carros, vans e utilitários",KIA MOTORS CERATO SX 2.0 16V FLEX AUT,KIA MOTORS,2020,3990,2.0 - 2.9,Flex,Automático,Elétrica,Branco,4 portas,2,99070160,Passo Fundo,Vila Rodrigues,109900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/kia-cerato-top-de-linha-apenas-3-990-km-zero-corolla-civic-jetta-cruze-fusion-846407457,Sedã
"Carros, vans e utilitários",BMW 535IA M SPORT 3.0 24V 306CV BI-TURBO,BMW,2015,58000,3.0 - 3.9,Gasolina,Automático,Elétrica,Preto,4 portas,6,99070160,Passo Fundo,Vila Rodrigues,166900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/bmw-535i-m-sport-306-cv-baixa-km-zero-320i-328i-c180-audi-evoque-mercedes-848358348,Sedã
"Carros, vans e utilitários",RENAULT KWID INTENSE 1.0 FLEX 12V 5P MEC.,RENAULT,2020,50,,Gasolina,Manual,Elétrica,Branco,4 portas,5,91720480,Porto Alegre,Nonoai,41000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/carro-kwid-intense-19-20-898654858,Hatch
"Carros, vans e utilitários",PEUGEOT 3008 GRIFFE 1.6 TURBO 16V 5P AUT.,PEUGEOT,2019,73000,1.6,Gasolina,Automático,Elétrica,Prata,4 portas,2,99070160,Passo Fundo,Vila Rodrigues,149900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/3008-griffe-top-de-linha-unica-dona-placa-i-zero-sw4-compass-jeep-hilux-santa-fe-873288040,SUV
"Carros, vans e utilitários",HYUNDAI IX35 GLS 2.0 16V 2WD FLEX AUT.,HYUNDAI,2016,0,2.0 - 2.9,Flex,Automático,Elétrica,Branco,4 portas,7,93218270,Sapucaia do Sul,Centro,86800.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ix35-gls-2016-top-raridade-898653106,SUV
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2018,47640,1.6,Flex,Manual,Hidráulica,Branco,4 portas,0,98910000,Três de Maio,,48000.0,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/novo-gol-1-6-g7-completo-898653849,Hatch
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP EXEC. 2.8 4X2 CD TB INT.DIES,GM - CHEVROLET,2011,97500,2.0 - 2.9,Diesel,Manual,Hidráulica,Branco,4 portas,2,95095060,Caxias do Sul,Esplanada,73900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/s-10-nova-898653633,Pick-up
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO 1.6 MI/S.OURO 1.6 MI TOT.FLEX 8V 5P,VW - VOLKSWAGEN,2007,118450,1.6,Flex,Manual,Hidráulica,Prata,4 portas,7,93600000,Estância Velha,,29900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/polo-sedan-2007-898653069,Sedã
"Carros, vans e utilitários",RENAULT CLIO RN/ EXPRESSION 1.0 5P,RENAULT,2001,0,1.0,Gasolina,Manual,,Preto,4 portas,,96080430,Pelotas,Areal,9500.0,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/vendo-clio-hatch-898652860,Hatch
"Carros, vans e utilitários",GM - CHEVROLET VECTRA CD 2.0 (MODELO ANTIGO),GM - CHEVROLET,1995,165,2.0 - 2.9,,Manual,Hidráulica,Prata,4 portas,6,93265226,Esteio,São Sebastião,6500.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vectra-95-completo-so-6-500-898649534,Passeio
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,2018,91000,1.0,Flex,Manual,Hidráulica,Vermelho,4 portas,0,99700062,Erechim,Centro,49500.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/onix-lt-1-0-completissimo-revisoes-todas-carimbadas-898652887,Hatch
"Carros, vans e utilitários",TOYOTA HILUX SW4 4X4 3.0 8V TB DIESEL,TOYOTA,2002,220000,,Diesel,Manual,Hidráulica,Preto,4 portas,,91900000,Porto Alegre,Cristal,,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/sw4-2002-898649917,
